id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
45387,0ID8,small_airport,Pinnacle Airport,45.775197,-116.178475,3800,NA,US,US-ID,Grangeville,no,0ID8,,0ID8,,,
329280,0ID9,small_airport,Corral Creek Airport,46.785278,-116.471131,2895,NA,US,US-ID,Helmer,no,0ID9,,0ID9,,,
7218,0II0,small_airport,Chuck's Airport,40.25999832,-85.25330353,955,NA,US,US-IN,Albany,no,0II0,,0II0,,,
7219,0II1,small_airport,Unsicker Airport,40.42810059,-86.15329742,816,NA,US,US-IN,Bremen,no,0II1,,0II1,,,
7220,0II2,small_airport,Creighton Airport,41.457298278808594,-86.12439728,820,NA,US,US-IN,Bremen,no,0II2,,0II2,,,
7221,0II3,closed,Miller Strip,40.6278,-86.037804,810,NA,US,US-IN,Bunker Hill,no,,,,,,0II3
7222,0II5,small_airport,Marshall Field,40.65950012207031,-86.85720062,705,NA,US,US-IN,Chalmers,no,0II5,,0II5,,,
7223,0II6,small_airport,Kropf Airport,41.64310073852539,-85.82969666,810,NA,US,US-IN,Goshen,no,0II6,,0II6,,,
7224,0II7,small_airport,Frost Field,39.79560089111328,-85.78610229,900,NA,US,US-IN,Greenfield,no,0II7,,0II7,,,
7225,0II8,small_airport,Sutton's Field,41.324798583984375,-87.47589874,740,NA,US,US-IN,Lowell,no,0II8,,0II8,,,
7226,0II9,small_airport,Winters Airport,39.53419876098633,-86.57720184,755,NA,US,US-IN,Hall,no,0II9,,0II9,,,
7227,0IL0,heliport,Hamilton Memorial Hospital Heliport,38.086700439453125,-88.53890228,440,NA,US,US-IL,Mc Leansboro,no,0IL0,,0IL0,,,
7228,0IL1,heliport,Loyola University Medical Center Heliport,41.86090087890625,-87.83640289,623,NA,US,US-IL,Broadview,no,0IL1,,0IL1,,,
45950,0IL2,small_airport,Griffin Airport,38.803056,-88.997778,541,NA,US,US-IL,Alma,no,0IL2,,0IL2,,,
7229,0IL3,small_airport,Flying B Ranch Airport,40.15700149536133,-87.67449951,696,NA,US,US-IL,Danville,no,0IL3,,0IL3,,,
7230,0IL4,heliport,Good Samaritan Hospital Heliport,41.81890106201172,-88.00779724,772,NA,US,US-IL,Downers Grove,no,0IL4,,0IL4,,,
323339,0IL5,heliport,OSF St Luke Medical Center Heliport,41.221865,-89.947788,849,NA,US,US-IL,Kewanee,no,0IL5,,0IL5,,,
7231,0IL6,heliport,Kishwaukee Community Hospital Heliport,41.96310043,-88.71730042,852,NA,US,US-IL,De Kalb,no,0IL6,,0IL6,,,
7232,0IL8,small_airport,Walter Airport,41.872501373291016,-88.72370148,890,NA,US,US-IL,De Kalb,no,0IL8,,0IL8,,,
7233,0IL9,small_airport,Jack W. Watson Airport,41.854801177978516,-88.78730011,880,NA,US,US-IL,De Kalb,no,0IL9,,0IL9,,,
7234,0IN1,small_airport,Snider Field,38.5,-87.59590149,400,NA,US,US-IN,Decker,no,0IN1,,0IN1,,,
7235,0IN2,small_airport,The Lazy K Airport,40.82780075073242,-85.08609772,835,NA,US,US-IN,Tocsin,no,0IN2,,0IN2,,,
7236,0IN3,small_airport,Graves Landing Strip,41.11669922,-86.66670227,704,NA,US,US-IN,Winamac,no,0IN3,,0IN3,,,
7237,0IN4,small_airport,Air Park Field,41.12779998779297,-84.94719696,750,NA,US,US-IN,Woodburn,no,0IN4,,0IN4,,,
7238,0IN5,small_airport,Byrne Field,38.32899856567383,-86.03359985,800,NA,US,US-IN,Byrneville,no,0IN5,,0IN5,,,
7239,0IN7,closed,Roto-Whirl/Holiday Heliport,39.922501,-86.226097,875,NA,US,US-IN,Indianapolis,no,,,,,,0IN7
7240,0IN8,closed,Roto-Whirl/Vantage Heliport,39.837299,-86.118597,726,NA,US,US-IN,Indianapolis,no,,,,,,0IN8
7241,0IN9,small_airport,Parrish Airport,37.993099212646484,-87.95140076,390,NA,US,US-IN,Mount Vernon,no,0IN9,,0IN9,,,
7242,0IS0,heliport,Trinity Medical Center West Heliport,41.48109817504883,-90.5714035,664,NA,US,US-IL,Rock Island,no,0IS0,,0IS0,,,
7243,0IS2,heliport,Evanston/Glenbrook Heliport,42.093101501464844,-87.8526001,678,NA,US,US-IL,Glenview,no,0IS2,,0IS2,,,
7244,0IS3,small_airport,Cady Aerial RLA Restricted Landing Area,41.660800933800004,-89.69360352,630,NA,US,US-IL,Deer Grove,no,0IS3,,0IS3,,,
7245,0IS4,small_airport,Dawson Farms Airport,39.76250076293945,-88.67150116,670,NA,US,US-IL,Lovington,no,0IS4,,0IS4,,,
7246,0IS6,heliport,Dongola Heliport,37.36560059,-89.16359711,383,NA,US,US-IL,Dongola,no,0IS6,,0IS6,,,
7247,0IS8,heliport,Blessing Hospital At 11th St Heliport,39.93640137,-91.39900208,650,NA,US,US-IL,Quincy,no,0IS8,,0IS8,,,
7248,0IS9,heliport,Bernardin Heliport,41.70840072631836,-89.20290375,830,NA,US,US-IL,West Brooklyn,no,0IS9,,0IS9,,,
7249,0J0,small_airport,Abbeville Municipal Airport,31.600200653076172,-85.23880005,468,NA,US,US-AL,Abbeville,no,0J0,,0J0,,,
7250,0J8,small_airport,Flying Ten Airport,29.618000030517578,-82.50869751,85,NA,US,US-FL,Archer,no,0J8,,0J8,,,
7251,0K6,small_airport,Dobie's Airport,36.178496,-95.580468,610,NA,US,US-OK,Inola,no,,,0K6,,,
7252,0KS0,small_airport,J V Ranch Airport,38.63330078,-95.9253006,1180,NA,US,US-KS,Osage City,no,0KS0,,0KS0,,,
7253,0KS2,small_airport,Kellie Mann Airfield,38.560001373291016,-95.30909729,1045,NA,US,US-KS,Ottawa,no,0KS2,,0KS2,,,
7254,0KS3,small_airport,Camp Chippewa Airport,38.56669998168945,-95.36689758,1120,NA,US,US-KS,Ottawa,no,0KS3,,0KS3,,,
7255,0KS4,small_airport,Norris Airport,38.807239,-95.370056,1065,NA,US,US-KS,Lawrence,no,0KS4,,0KS4,,,
7256,0KS6,small_airport,Kendrigan Airport,37.45220184326172,-97.31780243,1240,NA,US,US-KS,Peck,no,0KS6,,0KS6,,,
7257,0KS7,small_airport,Mono Aircraft Airport,37.69279861450195,-97.88639832,1450,NA,US,US-KS,Cheney,no,0KS7,,0KS7,,,
7258,0KS8,small_airport,Pearce Field,37.38249969482422,-95.37470245,950,NA,US,US-KS,Parsons,no,0KS8,,0KS8,,,
7259,0KS9,small_airport,Lmn 120 Airport,37.515899658203125,-96.9197998,1330,NA,US,US-KS,Douglas,no,0KS9,,0KS9,,,
7260,0KY0,small_airport,Owen Air Park,38.622798919677734,-84.77890015,890,NA,US,US-KY,Owenton,no,0KY0,,0KY0,,,
7261,0KY1,small_airport,Arnemann Farms Airport,36.76559829711914,-86.61830139,504,NA,US,US-KY,Franklin,no,0KY1,,0KY1,,,
7262,0KY2,heliport,Mgt Station 2105 Heliport,37.50559997558594,-86.83750153,540,NA,US,US-KY,Hartford,no,0KY2,,0KY2,,,
7263,0KY3,closed,Tennessee Gas Heliport,38.561404,-83.952795,604,NA,US,US-KY,Load,no,,,,,,0KY3
7264,0KY4,small_airport,Cambron Field,37.56439971923828,-87.08190155,427,NA,US,US-KY,Owensboro,no,0KY4,,0KY4,,,
7265,0KY5,small_airport,Falin Landing Strip,36.8125,-86.375,600,NA,US,US-KY,Bowling Green,no,0KY5,,0KY5,,,
7266,0KY6,heliport,Tennessee Gas Heliport,38.2682991,-82.57749939,560,NA,US,US-KY,Burnaugh,no,0KY6,,0KY6,,,
7267,0KY7,small_airport,Clinton-Hickman County Airport,36.63610076904297,-88.99859619,360,NA,US,US-KY,Clinton,no,0KY7,,0KY7,,,
7268,0KY8,closed,Sky Airport,37.117199,-83.736099,850,NA,US,US-KY,Manchester,no,,,,,,0KY8
7269,0KY9,heliport,Pine Mountain Aero Heliport,37.11360168457031,-82.8035965,1300,NA,US,US-KY,Whitesburg,no,0KY9,,0KY9,,,
7270,0L4,small_airport,Lida Junction Airport,37.485801696777344,-117.1910019,4684,NA,US,US-NV,Goldfield,no,0L4,,0L4,,http://en.wikipedia.org/wiki/Lida_Junction_Airport,
7271,0L5,small_airport,Goldfield Airport,37.722751,-117.236368,5680,NA,US,US-NV,Goldfield,no,NV50,,NV50,,http://en.wikipedia.org/wiki/Goldfield_Airport,0L5
7272,0L6,heliport,Winn Parish Medical Center Heliport,31.923200607299805,-92.64569855,140,NA,US,US-LA,Winnfield,no,0L6,,0L6,,,
7273,0LA0,heliport,West Hackberry Heliport,30.008499145507812,-93.40019989,10,NA,US,US-LA,Hackberry,no,0LA0,,0LA0,,,
7274,0LA1,small_airport,Double H Ranch Airport,30.229400634765625,-90.9733963,15,NA,US,US-LA,Gonzales,no,0LA1,,0LA1,,,
7275,0LA2,small_airport,Don Babin-Private Airport,30.277999877929688,-90.96320343,17,NA,US,US-LA,Gonzales,no,0LA2,,0LA2,,,
7276,0LA3,small_airport,Belcher Airpatch Airport,32.749298095703125,-93.87349701,280,NA,US,US-LA,Belcher,no,0LA3,,0LA3,,,
7277,0LA4,heliport,North Caddo Medical Center Heliport,32.86410140991211,-93.98899841,200,NA,US,US-LA,Vivian,no,0LA4,,0LA4,,,
7278,0LA5,heliport,Conoco Inc Heliport,29.257999420166016,-89.96369934,3,NA,US,US-LA,Grand Isle,no,0LA5,,0LA5,,,
7279,0LA6,closed,Freeport Sulphur Heliport,29.2586,-89.959198,3,NA,US,US-LA,Grand Isle,no,,,,,,0LA6
7280,0LA7,heliport,Exxon Heliport,29.255800247192383,-89.96759796,6,NA,US,US-LA,Grand Isle,no,0LA7,,0LA7,,,
7281,0LA8,heliport,Jackson Parish Hospital Heliport,32.25170135498047,-92.71279907,183,NA,US,US-LA,Jonesboro,no,0LA8,,0LA8,,,
7282,0LA9,small_airport,Rebel Field,30.586299896240234,-90.8615036,74,NA,US,US-LA,Watson,no,0LA9,,0LA9,,,
7283,0LL0,small_airport,Kaufield Airport,42.26470184326172,-88.73000336,783,NA,US,US-IL,Belvidere,no,0LL0,,0LL0,,,
7284,0LL1,small_airport,Jerseyville Aviation Inc Airport,39.094200134277344,-90.31340027,604,NA,US,US-IL,Jerseyville,no,0LL1,,0LL1,,,
7285,0LL2,small_airport,Murk's Strip,40.73889923,-90.38069916,700,NA,US,US-IL,St. Augustine,no,0LL2,,0LL2,,,
7286,0LL3,small_airport,Koenig Airport,39.05500030517578,-90.34210205,614,NA,US,US-IL,Jerseyville,no,0LL3,,0LL3,,,
7287,0LL4,small_airport,Flaherty Field,41.4192009,-89.12310028,664,NA,US,US-IL,La Salle,no,0LL4,,0LL4,,,
7288,0LL5,small_airport,Busboom RLA Restricted Landing Area,40.11000061,-88.07839966,675,NA,US,US-IL,St Joseph,no,0LL5,,0LL5,,,
7289,0LL6,small_airport,Gord Airport,41.69839859008789,-88.60759735,710,NA,US,US-IL,Sandwich,no,0LL6,,0LL6,,,
7290,0LL7,heliport,Valley West Hospital Heliport,41.657994,-88.621297,670,NA,US,US-IL,Sandwich,no,0LL7,,0LL7,,,Hospital Heliport
7291,0LL9,closed,Savanna Army Depot Helipad,42.183399,-90.255698,650,NA,US,US-IL,Savanna,no,,,,,,0LL9
7292,0LS0,small_airport,Theriot Field,29.74970054626465,-90.7358017,13,NA,US,US-LA,Thibodaux,no,0LS0,,0LS0,,,
7294,0LS2,heliport,Evergreen Fourchon Heliport,29.11639976501465,-90.20220184,6,NA,US,US-LA,Golden Meadow,no,0LS2,,0LS2,,,
7295,0LS3,heliport,Evergreen Venice Heliport,29.29669952392578,-89.37439728,,NA,US,US-LA,Venice,no,0LS3,,0LS3,,,
7296,0LS4,closed,Buller's Airstrip,30.808701,-92.188003,47,NA,US,US-LA,Bunkie,no,,,,,,0LS4
7297,0LS5,small_airport,Trahan Ultralightport,30.306900024414062,-92.12979889,40,NA,US,US-LA,Cankton,no,0LS5,,0LS5,,,
7298,0LS6,small_airport,Dufour Airport,30.787700653076172,-92.05039978,42,NA,US,US-LA,Morrow,no,0LS6,,0LS6,,,
7299,0LS7,small_airport,Morgan Field,30.61280059814453,-91.48419952,36,NA,US,US-LA,New Roads,no,0LS7,,0LS7,,,
7300,0LS8,small_airport,Lonesome Dove Airfield,30.28580093383789,-92.94129944,34,NA,US,US-LA,Woodlawn,no,0LS8,,0LS8,,,
7301,0LS9,small_airport,Huenefeld Airport,32.50429916381836,-91.98210144,72,NA,US,US-LA,Monroe,no,0LS9,,0LS9,,,
7302,0MA1,heliport,Massachusetts General Hospital Heliport,42.36370086669922,-71.06890106,214,NA,US,US-MA,Boston,no,0MA1,,0MA1,,,
7303,0MA2,heliport,Healthalliance Hospital-Leominster Heliport,42.54090118408203,-71.76280212,450,NA,US,US-MA,Leominster,no,0MA2,,0MA2,,,
7304,0MA3,heliport,Reh Heliport,41.78739929199219,-71.23179626,100,NA,US,US-MA,Rehoboth,no,0MA3,,0MA3,,,
7305,0MA4,heliport,Boston Medical Center Hospital Heliport,42.33359909057617,-71.07170105,19,NA,US,US-MA,Boston,no,0MA4,,0MA4,,,
7306,0MA5,heliport,Brockton Usar Center Heliport,42.05590057373047,-71.05590057,85,NA,US,US-MA,Brockton,no,0MA5,,0MA5,,,
7307,0MA6,heliport,Wbz Heliport,42.36510086,-71.13259888,9,NA,US,US-MA,Boston,no,0MA6,,0MA6,,,
7308,0MA8,heliport,Textron/Everett Heliport,42.40449905395508,-71.07060242,40,NA,US,US-MA,Everett,no,0MA8,,0MA8,,,
7309,0MA9,heliport,Lleia Kyle O'Meara Heliport,42.50310134887695,-71.90840149,1230,NA,US,US-MA,Westminster,no,0MA9,,0MA9,,,
7310,0MD0,heliport,Baltimore Washington Medical Center Heliport,39.13759995,-76.62329865,77,NA,US,US-MD,Glen Burnie,no,0MD0,,0MD0,,,
7311,0MD1,small_airport,Taylor Field,39.18730163574219,-75.79270172,75,NA,US,US-MD,Sudlersville,no,0MD1,,0MD1,,,
7312,0MD2,small_airport,Squier Landing Airport,38.287899017333984,-76.86750031,16,NA,US,US-MD,Cobb Island,no,0MD2,,0MD2,,,
7313,0MD3,heliport,The Johns Hopkins Hospital Heliport,39.297298431396484,-76.59329987,260,NA,US,US-MD,Baltimore,no,0MD3,,0MD3,,,
7314,0MD4,small_airport,Pond View Private Airport,39.26679992675781,-76.18720245,47,NA,US,US-MD,Chestertown,no,0MD4,,0MD4,,,
7315,0MD5,heliport,Greater Laurel Beltsville Hospital Heliport,39.08760070800781,-76.88159943,285,NA,US,US-MD,Laurel,no,0MD5,,0MD5,,,
7316,0MD6,small_airport,Walters Airport,39.38119888305664,-77.10579681,750,NA,US,US-MD,Mount Airy,no,0MD6,,0MD6,,,
7317,0MD7,heliport,The Aspen Institute Heliport,38.90930176,-76.11969757,20,NA,US,US-MD,Queenstown,no,0MD7,,0MD7,,,
7318,0MD8,heliport,Security Ford Heliport,39.24589920043945,-76.67610168,30,NA,US,US-MD,Arbutus,no,0MD8,,0MD8,,,
7319,0MD9,heliport,Calvert Memorial Hospital Heliport,38.56100082397461,-76.59660339,143,NA,US,US-MD,Prince Frederick,no,0MD9,,0MD9,,,
45455,0ME4,small_airport,Peasley Field,44.742469,-68.474403,271,NA,US,US-ME,Otis,no,0ME4,,0ME4,,,
7320,0MI0,closed,Sumner Heliport,42.970001,-85.6659,657,NA,US,US-MI,Grand Rapids,no,,,,,,0MI0
7321,0MI1,small_airport,Sugar Springs Airpark,44.140301,-84.4375,940,NA,US,US-MI,Gladwin,no,,,5M6,http://www.sugarsprings.net/airpark.html,,0MI1
7322,0MI2,small_airport,Stier Airstrip,44.52220153808594,-83.6832962,850,NA,US,US-MI,Glennie,no,0MI2,,0MI2,,,
7323,0MI3,small_airport,Kelleys Airport,44.633399963378906,-84.48339844,1000,NA,US,US-MI,Grayling,no,0MI3,,0MI3,,,
7324,0MI4,small_airport,Lesterson-Dempsey Airstrip,46.270198,-87.386496,1120,NA,US,US-MI,Gwinn,no,0MI4,,0MI4,,,Lesterson Field
7325,0MI6,small_airport,Young's Airport,46.38750076293945,-85.18399811,800,NA,US,US-MI,Hulbert,no,0MI6,,0MI6,,,
7326,0MI7,heliport,Four Star Heliport,42.04309844970703,-83.35939789,603,NA,US,US-MI,Carleton,no,0MI7,,0MI7,,,
7327,0MI8,closed,Twin Lakes Airport,44.900002,-84.300001,1275,NA,US,US-MI,Lewiston,no,,,,,,0MI8
7328,0MI9,heliport,Henry Ford Hospital Heliport,42.36750030517578,-83.08439636,633,NA,US,US-MI,Detroit,no,0MI9,,0MI9,,,
7329,0MN0,seaplane_base,Winner's Landing Seaplane Base,44.79690170288086,-92.98410034,690,NA,US,US-MN,St Paul Park,no,0MN0,,0MN0,,,
7330,0MN1,small_airport,Brinkman Airport,44.26250076,-94.06970215,1020,NA,US,US-MN,St. Peter,no,0MN1,,0MN1,,,
7331,0MN2,seaplane_base,Grindstone Lake Seaplane Base,46.13330078,-93.00299835,1025,NA,US,US-MN,Sandstone,no,0MN2,,0MN2,,,
7332,0MN3,seaplane_base,Lower Hay Lake Seaplane Base,46.677799224853516,-94.29250336,1230,NA,US,US-MN,Jenkins,no,0MN3,,0MN3,,,
7333,0MN4,seaplane_base,Paul's Seaplane Base,46.47719955444336,-94.30310059,1200,NA,US,US-MN,Nisswa,no,0MN4,,0MN4,,,
7334,0MN5,small_airport,Pankratz Airport,44.30720138549805,-94.91690063,1033,NA,US,US-MN,Springfield,no,0MN5,,0MN5,,,
7335,0MN6,small_airport,Matson Field,43.662200927734375,-92.40429688,1365,NA,US,US-MN,Spring Valley,no,0MN6,,0MN6,,,
7336,0MN7,heliport,Ely Bloomenson Community Hospital Heliport,47.89910125732422,-91.8730011,1450,NA,US,US-MN,Ely,no,0MN7,,0MN7,,,
7337,0MN8,small_airport,Keller Airport,45.135799407958984,-92.85939789,990,NA,US,US-MN,Stillwater,no,0MN8,,0MN8,,,
7338,0MN9,heliport,Triple H Heliport,45.31330108642578,-93.71759796,980,NA,US,US-MN,Big Lake,no,0MN9,,0MN9,,,
7339,0MO0,small_airport,Ferros Ranch-Aero Airport,38.410301208496094,-93.85019684,775,NA,US,US-MO,Clinton,no,0MO0,,0MO0,,,
7340,0MO1,small_airport,Flying G Airport,38.544498443603516,-94.09470367,920,NA,US,US-MO,Creighton,no,0MO1,,0MO1,,,
7341,0MO2,small_airport,Short-N-Ruff Airport,37.78670120239258,-90.78009796,950,NA,US,US-MO,Caledonia,no,0MO2,,0MO2,,,
7342,0MO3,closed,Arvin Ranch Airport,38.4403,-94.5933,1000,NA,US,US-MO,Drexel,no,,,,,,0MO3
7343,0MO4,heliport,Bert Walter Berkowitz Heliport,39.08530044555664,-94.57379913,890,NA,US,US-MO,Kansas City,no,0MO4,,0MO4,,,
7344,0MO5,small_airport,Joe D Lewis Airport,40.133399963378906,-92.10019684,780,NA,US,US-MO,Edina,no,0MO5,,0MO5,,,
7345,0MO6,small_airport,Hall Airport,40.11669922,-92.26689911,850,NA,US,US-MO,Edina,no,0MO6,,0MO6,,,
7346,0MO7,heliport,St Joseph Hospital West Heliport,38.80329895019531,-90.77629852,531,NA,US,US-MO,Lake Saint Louis,no,0MO7,,0MO7,,,
7347,0MO8,small_airport,Sloan's Airport,39.14059829711914,-90.73680115,437,NA,US,US-MO,Elsberry,no,0MO8,,0MO8,,,
7348,0MO9,heliport,Emerson Heliport,38.72949981689453,-90.27839661,575,NA,US,US-MO,Ferguson,no,0MO9,,0MO9,,,
7349,0MS0,small_airport,Topton Air Estates Airport,32.474998474121094,-88.61669922,453,NA,US,US-MS,Meridian,no,0MS0,,0MS0,,,
7350,0MS1,small_airport,Franklin Field,31.425199508666992,-90.9029007,200,NA,US,US-MS,Meadville,no,0MS1,,0MS1,,,
7351,0MS2,small_airport,Morgan Field,31.541799545288086,-89.39170074,300,NA,US,US-MS,Seminary,no,0MS2,,0MS2,,,
7352,0MS3,heliport,Baptist Memorial Hospital-North Ms Heliport,34.347801208496094,-89.51899719,430,NA,US,US-MS,Oxford,no,0MS3,,0MS3,,,
7353,0MS4,heliport,Sheriff's Courthouse Heliport,30.375999450683594,-89.0861969,50,NA,US,US-MS,Gulfport,no,0MS4,,0MS4,,,
7354,0MS5,small_airport,Lewis Air Service Airport,33.39179992675781,-90.91680145,120,NA,US,US-MS,Leland,no,0MS5,,0MS5,,,
7355,0MS6,heliport,Levert Heliport,30.301300048828125,-89.23449707,25,NA,US,US-MS,Pass Christian,no,0MS6,,0MS6,,,
7356,0MS7,small_airport,Hale Field,34.34260177612305,-89.14309692,346,NA,US,US-MS,Pontotoc,no,0MS7,,0MS7,,,
